number,kss,pupil,Diahyoujunn,Pupil_LowFreq,eeg,hr,eda,SCR,SCL_Ansei
10913,7,5.503,1.312732615,,,722,9.458037171,0.74255222,4.694022652
10914,7,5.524,1.349441072,,,722,9.458384396,0.781507605,4.694777203
10915,7,5.547,1.389645572,,,722,9.458728175,0.820427603,4.695524266
10916,7,5.53,1.359929202,,,722,9.459116875,0.847722967,4.696368945
10917,7,5.51,1.324968767,,,722,9.459529182,0.86772842,4.697264925
10918,7,5.574,1.43684216,,,722,9.460041765,0.889555369,4.698378816
10919,7,5.576,1.440338204,,,722,9.460432019,0.906152079,4.699226873
10920,7,5.559,1.410621834,,,722,9.460836628,0.935725121,4.700106124
10921,7,5.586,1.457818421,,,722,9.461204108,0.96343698,4.700904691
10922,7,5.618,1.513755118,,,722,9.461454898,0.986728016,4.701449682
10923,7,5.61,1.499770944,,,722,9.46169911,1.007563946,4.701980375
10924,7,5.69,1.639612685,,,722,9.461925672,1.026585261,4.702472715
10925,7,5.665,1.595912141,,,722,9.46210738,1.04707031,4.702867583
10926,7,5.65,1.569691814,,,722,9.462262474,1.066776139,4.703204617
10927,7,5.68,1.622132467,,,722,9.462492204,1.083073948,4.70370384
10928,7,5.64,1.552211597,,,722,9.462686744,1.091075719,4.704126594
10929,7,5.672,1.608148293,,,722,9.462874363,1.095984158,4.704534307
10930,7,5.65,1.569691814,,,701,9.463059256,1.098394562,4.704936096
10931,7,5.672,1.608148293,,,701,9.463231665,1.10718006,4.705310756
10932,7,5.636,1.545219509,,,701,9.463347491,1.114839596,4.705562456
10933,7,5.633,1.539975444,,,701,9.463377818,1.116165601,4.70562836
10934,7,5.625,1.52599127,,,701,9.463479628,1.123249414,4.705849602
10935,7,5.619,1.515503139,,,701,9.463621047,1.133831785,4.706156919
10936,7,5.618,1.513755118,,,701,9.463747543,1.14366925,4.706431807
10937,7,5.59,1.464810508,,,701,9.463897562,1.159418181,4.70675781
10938,7,5.561,1.414117877,,,701,9.464020138,1.172695211,4.707024179
10939,7,5.546,1.387897551,,,701,9.464163102,1.181672353,4.707334854
10940,7,5.524,1.349441072,,,701,9.464276757,1.186350544,4.707581835
10941,7,5.53,1.359929202,,,701,9.464425324,1.190377412,4.707904686
10942,7,5.492,1.293504375,,,701,9.464497308,1.195009463,4.708061113
10943,7,5.461,1.239315701,,,701,9.464578708,1.209335003,4.708238003
10944,7,5.407,1.144922525,,,701,9.464625817,1.221877959,4.708340376
10945,7,5.408,1.146670547,,,701,9.46464928,1.236951426,4.708391362
10946,7,5.377,1.092481873,,,701,9.464670523,1.249607002,4.708437526
10947,7,5.365,1.071505611,,,701,9.464689752,1.259444755,4.708479311
10948,7,5.37,1.08024572,,,701,9.464690871,1.270024809,4.708481742
10949,7,5.357,1.057521437,,,701,9.464678787,1.27999329,4.708455484
10950,7,5.33,1.01032485,,,701,9.464713983,1.291155148,4.708531968
10951,7,5.334,1.017316937,,,701,9.4648255,1.30707332,4.708774303
10952,7,5.327,1.005080784,,,716,9.464981169,1.322699478,4.709112587
10953,7,5.332,1.013820893,,,716,9.465144365,1.33447924,4.709467226
10954,7,5.353,1.05052935,,,716,9.465342488,1.343299149,4.709897767
10955,7,5.345,1.036545176,,,716,9.465525926,1.347263526,4.710296393
10956,7,5.37,1.08024572,,,716,9.465747578,1.349074277,4.710778062
10957,7,5.328,1.006828806,,,716,9.466026532,1.35252904,4.711384255
10958,7,5.334,1.017316937,,,716,9.466240929,1.358988929,4.71185016
10959,7,5.344,1.034797154,,,716,9.466462806,1.364900635,4.712332318
10960,7,5.343,1.033049133,,,716,9.466742086,1.373397704,4.712939218
10961,7,5.326,1.003332763,,,716,9.467005505,1.378479516,4.713511652
10962,7,5.334,1.017316937,,,716,9.467371912,1.383451542,4.714307888
10963,7,5.366,1.073253633,,,716,9.467446675,1.384615495,4.714470354
10964,7,5.338,1.024309024,,,716,9.467758204,1.38922588,4.715147334
10965,7,5.385,1.106466047,,,716,9.468062012,1.396430636,4.715807538
10966,7,5.411,1.151914613,,,716,9.468388548,1.413160643,4.71651713
10967,7,5.397,1.127442308,,,716,9.468641088,1.429765153,4.717065923
10968,7,5.385,1.106466047,,,716,9.468873438,1.45052293,4.71757084
10969,7,5.424,1.174638895,,,716,9.469109492,1.46213465,4.718083806
10970,7,5.437,1.197363178,,,716,9.469349693,1.46393694,4.718605785
10971,7,5.425,1.176386917,,,716,9.469624721,1.461972642,4.719203447
10972,7,5.442,1.206103287,,,716,9.469835229,1.453745885,4.719660899
10973,7,5.422,1.171142852,,,716,9.470082122,1.452325397,4.72019742
10974,7,5.449,1.21833944,,,716,9.47042075,1.4540135,4.720933288
10975,7,5.434,1.192119113,,,716,9.470706032,1.451962571,4.721553231
10976,7,5.449,1.21833944,,,716,9.471005687,1.448970643,4.722204409
10977,7,5.425,1.176386917,,,814,9.47135833,1.437014173,4.722970734
10978,7,5.459,1.235819657,,,814,9.471643114,1.423341051,4.723589596
10979,7,5.433,1.190371091,,,814,9.47194028,1.40765274,4.724235366
10980,7,5.465,1.246307788,,,814,9.472183305,1.392579524,4.72476348
10981,7,5.444,1.209599331,,,814,9.472319129,1.382434151,4.725058639
10982,7,5.421,1.16939483,,,814,9.472395223,1.371564382,4.725223998
10983,7,5.411,1.151914613,,,814,9.472354866,1.362459785,4.725136297
10984,7,5.412,1.153662634,,,814,9.472319867,1.353033882,4.725060242
10985,7,5.372,1.083741764,,,814,9.472220817,1.332114676,4.724844998
10986,7,5.393,1.120450221,,,814,9.472099904,1.319632607,4.724582241
10987,7,5.38,1.097725938,,,814,9.471888482,1.300484906,4.724122803
10988,7,5.367,1.075001655,,,814,9.471615113,1.279710026,4.723528748
10989,7,5.31,0.975364414,,,814,9.471380956,1.265810374,4.723019902
10990,7,5.323,0.998088697,,,814,9.471113527,1.250936289,4.722438756
10991,7,5.312,0.978860458,,,814,9.470741802,1.232258082,4.721630964
10992,7,5.254,0.877475196,,,814,9.470356169,1.210798463,4.720792947
10993,7,5.216,0.811050369,,,814,9.469909094,1.185047675,4.719821414
10994,7,5.2,0.78308202,,,814,9.469296732,1.150142363,4.718490695
10995,7,5.128,0.657224453,,,814,9.46879177,1.125479193,4.717393367
10996,7,5.103,0.613523909,,,814,9.468215377,1.11036481,4.716140814
10997,7,5.061,0.540106995,,,814,9.46762594,1.100748986,4.714859914
10998,7,5.055,0.529618864,,,814,9.467164705,1.099559914,4.713857608
10999,7,4.992,0.419493493,,,814,9.466665534,1.090353465,4.712772865
11000,7,4.999,0.431729646,,,814,9.466014616,1.074059343,4.711358361
11001,7,4.999,0.431729646,,,814,9.465373648,1.060551742,4.70996548
11002,7,4.968,0.377540971,,,814,9.464815523,1.048429013,4.708752624
11003,7,4.98,0.398517232,,,814,9.464659921,1.045288472,4.708414487
11004,7,4.965,0.372296906,,,887,9.464007024,1.033112547,4.706995681
11005,7,4.989,0.414249428,,,887,9.463311195,1.018696955,4.705483583
11006,7,5.007,0.44571382,,,887,9.462361746,0.998182299,4.703420343
11007,7,4.995,0.424737559,,,887,9.461596648,0.984606589,4.701757716
11008,7,5.013,0.45620195,,,887,9.460815108,0.972353713,4.70005936
11009,7,4.996,0.42648558,,,887,9.45976928,0.956800598,4.697786681
11010,7,5.046,0.513886669,,,887,9.458914458,0.945518356,4.695929075
11011,7,5.076,0.566327322,,,887,9.458093919,0.935329228,4.694145971
11012,7,5.082,0.576815452,,,887,9.457288581,0.926313726,4.692395897
11013,7,5.053,0.526122821,,,887,9.456291718,0.917489619,4.690229625
11014,7,5.099,0.606531822,,,887,9.455285128,0.906979813,4.688042214
11015,7,5.131,0.662468519,,,887,9.454240587,0.892014936,4.685772332
11016,7,5.131,0.662468519,,,887,9.45341922,0.879509102,4.683987426
11017,7,5.117,0.637996214,,,887,9.452380147,0.861925941,4.681729426
11018,7,5.145,0.686940823,,,887,9.451517057,0.849636218,4.679853853
11019,7,5.16,0.71316115,,,887,9.450411533,0.834727365,4.677451449
11020,7,5.175,0.739381476,,,887,9.450188183,0.831402401,4.676966091
11021,7,5.197,0.777837955,,,887,9.449048689,0.815559352,4.674489868
11022,7,5.204,0.790074107,,,887,9.448146201,0.804401772,4.67252868
11023,7,5.172,0.734137411,,,887,9.447246096,0.794229797,4.670572668
11024,7,5.168,0.727145324,,,887,9.446103819,0.782955828,4.668090398
11025,7,5.136,0.671208627,,,887,9.444922217,0.76991599,4.66552267
11026,7,5.162,0.716657193,,,887,9.443631257,0.747445316,4.662717296
11027,7,5.138,0.674704671,,,887,9.442556026,0.726814378,4.660380724
11028,7,5.159,0.711413128,,,887,9.441428383,0.702232074,4.657930252
11029,7,5.135,0.669460606,,,887,9.440277647,0.678527628,4.6554296
11030,7,5.134,0.667712584,,,887,9.438804197,0.649988526,4.652227658
11031,7,5.125,0.651980388,,,887,9.438499762,0.643748276,4.651566093
11032,7,5.127,0.655476431,,,887,9.437252517,0.61756226,4.648855718
11033,7,5.151,0.697428954,,,960,9.435661416,0.589505155,4.645398112
11034,7,5.172,0.734137411,,,960,9.434396034,0.578754265,4.642648323
11035,7,5.144,0.685192801,,,960,9.432795189,0.574294751,4.639169541
11036,7,5.174,0.737633454,,,960,9.431504164,0.579378376,4.636364028
11037,7,5.163,0.718405215,,,960,9.430171121,0.577619381,4.633467205
11038,7,5.173,0.735885433,,,960,9.428795415,0.568717749,4.63047767
11039,7,5.195,0.774341911,,,960,9.427049929,0.560246542,4.626684572
11040,7,5.203,0.788326086,,,960,9.425630765,0.551212103,4.623600599
11041,7,5.189,0.763853781,,,960,9.423950604,0.541571734,4.619949458
11042,7,5.169,0.728893346,,,960,9.422660944,0.533812251,4.617146911
11043,7,5.187,0.760357737,,,960,9.421080351,0.519719403,4.61371214
11044,7,5.178,0.744625541,,,960,9.419844912,0.509821459,4.611027417
11045,7,5.171,0.732389389,,,960,9.418297973,0.503858483,4.60766578
11046,7,5.17,0.730641367,,,960,9.417104856,0.50025921,4.605073027
11047,7,5.151,0.697428954,,,960,9.415946745,0.499019144,4.602556348
11048,7,5.146,0.688688845,,,960,9.414458593,0.49456797,4.599322459
11049,7,5.131,0.662468519,,,960,9.413242517,0.488831922,4.596679816
11050,7,5.128,0.657224453,,,960,9.411721479,0.48293712,4.593374462
11051,7,5.158,0.709665106,,,960,9.411413495,0.481617859,4.592705187
11052,7,5.143,0.68344478,,,960,9.410203888,0.475655212,4.5900766
11053,7,5.161,0.714909171,,,960,9.409039446,0.46841978,4.587546163
11054,7,5.146,0.688688845,,,960,9.407891178,0.459894876,4.585050873
11055,7,5.149,0.69393291,,,960,9.406746862,0.44965434,4.582564171
11056,7,5.116,0.636248192,,,960,9.405296766,0.439130543,4.579412981
11057,7,5.121,0.644988301,,,960,9.404094779,0.434548311,4.576800955
11058,7,5.111,0.627508083,,,960,9.402886127,0.430671376,4.574174444
11059,7,5.066,0.548847104,,,960,9.401656984,0.428747493,4.571503405
11060,7,5.055,0.529618864,,,960,9.400118693,0.413872909,4.56816056
11061,7,4.993,0.421241515,,,960,9.398885369,0.392049839,4.565480436
11062,7,4.974,0.388029102,,,960,9.3973128,0.359633267,4.5620631
11063,7,4.953,0.351320645,,,979,9.39605277,0.331139875,4.559324941
11064,7,4.957,0.358312732,,,979,9.39483237,0.317077737,4.556672901
11065,7,4.94,0.328596362,,,979,9.393635054,0.311257404,4.554071027
11066,7,4.878,0.220219012,,,979,9.392448522,0.306039617,4.551492584
11067,7,4.86,0.18875462,,,979,9.391277564,0.305337833,4.548947987
11068,7,4.877,0.21847099,,,979,9.389791715,0.298365238,4.545719102
11069,7,4.829,0.134565946,,,979,9.388606977,0.293743631,4.54314456
11070,7,4.806,0.094361445,,,979,9.387436811,0.293507742,4.540601682
11071,7,4.757,0.008708379,,,979,9.386230125,0.295966861,4.537979445
11072,7,4.681,-0.124141275,,,979,9.384618591,0.305441664,4.534477436
11073,7,4.657,-0.166093798,,,979,9.383285626,0.316445328,4.531580782
11074,7,4.661,-0.159101711,,,979,9.381894932,0.331037348,4.528558678
11075,7,4.597,-0.270975104,,,979,9.380494881,0.337968043,4.52551624
11076,7,4.587,-0.288455321,,,979,9.379084175,0.336451863,4.52245065
11077,7,4.528,-0.391588605,,,979,9.377624239,0.332045038,4.519278076
11078,7,4.49,-0.458013432,,,979,9.375747927,0.318975692,4.515200682
11079,7,4.429,-0.56464276,,,979,9.374249872,0.315429945,4.511945272
11080,7,4.407,-0.603099239,,,979,9.372743692,0.315836101,4.508672206
11081,7,4.367,-0.673020109,,,979,9.370838828,0.312401564,4.504532766
11082,7,4.322,-0.751681089,,,979,9.369296445,0.310799839,4.501181027
11083,7,4.28,-0.825098003,,,979,9.36770249,0.309773577,4.497717219
11084,7,4.229,-0.914247113,,,979,9.366071649,0.309245421,4.494173253
11085,7,4.193,-0.977175896,,,979,9.364004233,0.311656846,4.489680572
11086,7,4.217,-0.935223374,,,979,9.362349459,0.312197427,4.486084598
11087,7,4.187,-0.987664027,,,979,9.360733518,0.308099137,4.482573012
11088,7,4.197,-0.970183809,,,979,9.358727687,0.300550496,4.47821416
11089,7,4.164,-1.027868527,,,979,9.357138032,0.29217844,4.474759697
11090,7,4.142,-1.066325006,,,979,9.35513527,0.285960294,4.470407512
11091,7,4.106,-1.12925379,,,979,9.353523274,0.284250834,4.466904499
11092,7,4.108,-1.125757746,,,979,9.351533928,0.281607228,4.462581471
11093,7,4.076,-1.181694443,,,979,9.349935987,0.279853708,4.459109002
11094,7,4.086,-1.164214225,,,1030,9.347871517,0.272462616,4.45462272
11095,7,4.071,-1.190434552,,,1030,9.346189316,0.264625772,4.450967146
11096,7,4.071,-1.190434552,,,1030,9.344051904,0.253819156,4.446322357
11097,7,4.094,-1.150230051,,,1030,9.341916346,0.246023943,4.441681596
11098,7,4.102,-1.136245877,,,1030,9.341916346,0.246023943,4.441681596
11099,7,4.1,-1.13974192,,,1030,9.340212132,0.242657566,4.437978183
11100,7,4.083,-1.16945829,,,1030,9.338050547,0.238559158,4.433280864
11101,7,4.075,-1.183442464,,,1030,9.336351597,0.23640376,4.429588893
11102,7,4.129,-1.089049289,,,1030,9.334426265,0.23240378,4.425404972
11103,7,4.141,-1.068073028,,,1030,9.332991896,0.229424506,4.422287958
11104,7,4.146,-1.059332919,,,1030,9.331642242,0.227451933,4.419355038
11105,7,4.149,-1.054088854,,,1030,9.330357328,0.225741717,4.416562803
11106,7,4.176,-1.006892266,,,1030,9.329086967,0.224338388,4.413802194
11107,7,4.123,-1.09953742,,,1030,9.327610443,0.223095501,4.410593575
11108,7,4.15,-1.052340832,,,1030,9.326264692,0.222285412,4.407669135
11109,7,4.178,-1.003396223,,,1030,9.325185416,0.222147221,4.405323771
11110,7,4.204,-0.957947657,,,1030,9.323867304,0.222511773,4.402459395
11111,7,4.249,-0.879286677,,,1030,9.322853434,0.223189643,4.400256163
11112,7,4.271,-0.840830199,,,1030,9.321653063,0.223502055,4.397647649
11113,7,4.271,-0.840830199,,,1030,9.321011563,0.222411398,4.396253611
11114,7,4.275,-0.833838112,,,1030,9.320032078,0.219216617,4.394125102
11115,7,4.33,-0.737696915,,,1030,9.319306519,0.215677152,4.392548395
11116,7,4.355,-0.69399637,,,1030,9.318590091,0.211847392,4.390991534
11117,7,4.382,-0.646799783,,,1030,9.3176186,0.208072573,4.388880395
11118,7,4.352,-0.699240436,,,1030,9.316853052,0.204338529,4.387216791
11119,7,4.368,-0.671272088,,,1030,9.316072122,0.200279676,4.385519758
11120,7,4.37,-0.667776044,,,1030,9.315326713,0.196087318,4.383899919
11121,7,4.351,-0.700988458,,,1030,9.314442337,0.190541609,4.381978088
11122,7,4.35,-0.702736479,,,1030,9.313542466,0.184901818,4.380022588
11123,7,4.322,-0.751681089,,,1030,9.312855705,0.179753893,4.378530193
11124,7,4.273,-0.837334155,,,1030,9.312278138,0.172376,4.377275088
11125,7,4.316,-0.762169219,,,1030,9.311777433,0.16337666,4.376187012
11126,7,4.265,-0.851318329,,,1076,9.311331548,0.153332887,4.375218063
11127,7,4.302,-0.786641524,,,1076,9.310851,0.143040421,4.374173788
11128,7,4.287,-0.81286185,,,1076,9.310469013,0.142986017,4.373343696
11129,7,4.269,-0.844326242,,,1076,9.310128822,0.147076001,4.372604431
11130,7,4.285,-0.816357894,,,1076,9.309848992,0.154485126,4.371996335
11131,7,4.29,-0.807617785,,,1076,9.309479621,0.158921511,4.371193658
11132,7,4.299,-0.791885589,,,1076,9.309139976,0.152694342,4.370455578
11133,7,4.308,-0.776153393,,,1076,9.308791852,0.145688661,4.369699074
11134,7,4.281,-0.823349981,,,1076,9.308701489,0.14354118,4.369502707
11135,7,4.296,-0.797129655,,,1076,9.308320282,0.131689403,4.368674309
11136,7,4.318,-0.758673176,,,1076,9.307902861,0.119618473,4.367767217
11137,7,4.307,-0.777901415,,,1076,9.307586263,0.109866971,4.367079221
11138,7,4.317,-0.760421198,,,1076,9.307246125,0.09606103,4.36634007
11139,7,4.299,-0.791885589,,,1076,9.306843149,0.080288019,4.365464366
11140,7,4.288,-0.811113829,,,1076,9.30656395,0.073848409,4.364857642
11141,7,4.32,-0.755177132,,,1076,9.306307798,0.070268598,4.364301
11142,7,4.309,-0.774405372,,,1076,9.306074851,0.06935354,4.363794784
11143,7,4.291,-0.805869763,,,1076,9.305848769,0.06685626,4.363303488
11144,7,4.29,-0.807617785,,,1076,9.305543795,0.053786689,4.362640752
11145,7,4.298,-0.793633611,,,1076,9.305313707,0.042681664,4.362140749
11146,7,4.299,-0.791885589,,,1076,9.305088114,0.028966062,4.361650515
11147,7,4.279,-0.826846025,,,1076,9.304921355,0.01906292,4.361288135
11148,7,4.275,-0.833838112,,,1076,9.304881833,0.017035639,4.361202249
11149,7,4.283,-0.819853938,,,1076,9.304884307,0.014835895,4.361207626
11150,7,4.267,-0.847822286,,,1076,9.304982758,0.015361751,4.361421569
11151,7,4.288,-0.811113829,,,1076,9.305089839,0.012259356,4.361654264
11152,7,4.306,-0.779649437,,,1076,9.305239729,0.007583863,4.36197999
11153,7,4.316,-0.762169219,,,1076,9.305527255,0.00350033,4.362604809
11154,7,4.294,-0.800625698,,,1076,9.305784681,0.000128265,4.363164219
11155,7,4.287,-0.81286185,,,1076,9.3060306,0.002451805,4.363698623
11156,7,4.31,-0.77265735,,,1076,9.306291954,0.004953257,4.364266569
11157,7,4.333,-0.732452849,,,1076,9.306572298,0.008027037,4.364875783
11158,7,4.335,-0.728956806,,,1076,9.306888089,0.010412044,4.365562024
11159,7,4.357,-0.690500327,,,1076,9.307374542,0.011523055,4.366619131
11160,7,4.4,-0.615335391,,,1106,9.307903312,0.011711047,4.367768195
11161,7,4.383,-0.645051761,,,1106,9.308357401,0.011196968,4.368754972
11162,7,4.399,-0.617083413,,,1106,9.308797629,0.015273796,4.369711628
11163,7,4.396,-0.622327478,,,1106,9.309075963,0.021230029,4.370316473
11164,7,4.421,-0.578626934,,,1106,9.309329614,0.028188065,4.37086768
11165,7,4.442,-0.541918477,,,1106,9.309587037,0.03848698,4.371427084
11166,7,4.447,-0.533178368,,,1106,9.309795902,0.045513506,4.371880966
11167,7,4.446,-0.53492639,,,1106,9.309967246,0.053065969,4.372253312
11168,7,4.439,-0.547162542,,,1106,9.310098558,0.064198887,4.372538664
11169,7,4.399,-0.617083413,,,1106,9.310239994,0.070437448,4.372846017
11170,7,4.454,-0.520942216,,,1106,9.310418,0.074018544,4.373232841
11171,7,4.426,-0.569886825,,,1106,9.310597669,0.075953875,4.373623278
11172,7,4.46,-0.510454085,,,1106,9.310847296,0.075406642,4.37416574
11173,7,4.427,-0.568138803,,,1106,9.310886778,0.076094917,4.374251537
11174,7,4.433,-0.557650673,,,1106,9.311014926,0.081244051,4.374530015
11175,7,4.43,-0.562894738,,,1106,9.311108653,0.0890433,4.374733691
11176,7,4.418,-0.583870999,,,1106,9.311225453,0.099147213,4.374987509
11177,7,4.387,-0.638059674,,,1106,9.311330709,0.106260733,4.375216239
11178,7,4.385,-0.641555718,,,1106,9.311490966,0.108601443,4.375564493
11179,7,4.323,-0.749933067,,,1106,9.311722356,0.109372142,4.376067325
11180,7,4.266,-0.849570307,,,1106,9.311934192,0.108259005,4.376527662
11181,7,4.266,-0.849570307,,,1106,9.312149641,0.110188785,4.376995852
11182,7,4.24,-0.895018873,,,1106,9.3123675,0.115599659,4.37746928
11183,7,4.222,-0.926483265,,,1106,9.3126141,0.121146127,4.378005165
11184,7,4.165,-1.026120506,,,1106,9.31294845,0.129985821,4.378731737
11185,7,4.155,-1.043600723,,,1106,9.313165976,0.135179043,4.379204442
11186,7,4.151,-1.05059281,,,1106,9.313351772,0.139078291,4.379608193
11187,7,4.072,-1.18868653,,,1106,9.313527155,0.144078082,4.379989315
11188,7,4.063,-1.204418726,,,1106,9.313671924,0.148594778,4.380303911
11189,7,4.067,-1.197426639,,,1106,9.313886142,0.153892544,4.380769427
11190,7,4.056,-1.216654878,,,1106,9.314103849,0.158729167,4.381242523
11191,7,3.992,-1.328528271,,,1106,9.314219905,0.161132675,4.381494723
11192,7,3.974,-1.359992663,,,1106,9.314465606,0.162974136,4.382028655
11193,7,3.978,-1.353000576,,,1106,9.314776519,0.160650726,4.382704298
11194,7,3.973,-1.361740684,,,1128,9.315254611,0.154171361,4.383743234
11195,7,3.979,-1.351252554,,,1128,9.315721743,0.145770718,4.384758353
11196,7,4.009,-1.298811901,,,1128,9.316204492,0.140757503,4.385807411
11197,7,4,-1.314544097,,,1128,9.316837831,0.139218392,4.387183714
11198,7,4.033,-1.256859379,,,1128,9.317427906,0.137869581,4.388466
11199,7,4.062,-1.206166747,,,1128,9.318220638,0.139726692,4.390188678
11200,7,4.012,-1.293567836,,,1128,9.31885315,0.144367872,4.391563185
11201,7,4.05,-1.227143009,,,1128,9.319668224,0.154613494,4.393334413
11202,7,4.095,-1.148482029,,,1128,9.320515308,0.171307334,4.395175204
11203,7,4.113,-1.117017637,,,1128,9.321256303,0.181226985,4.396785454
11204,7,4.13,-1.087301267,,,1128,9.322061852,0.187186734,4.398535985
11205,7,4.146,-1.059332919,,,1128,9.323115698,0.194780687,4.400826087
11206,7,4.14,-1.06982105,,,1128,9.323115698,0.194780687,4.400826087
11207,7,4.116,-1.111773572,,,1128,9.324216486,0.199816747,4.403218198
11208,7,4.169,-1.019128419,,,1128,9.325046209,0.204052001,4.405021261
11209,7,4.176,-1.006892266,,,1128,9.326053256,0.207963932,4.407209667
11210,7,4.213,-0.942215461,,,1128,9.326855591,0.208298462,4.408953214
11211,7,4.184,-0.992908092,,,1128,9.327657444,0.209396948,4.410695713
11212,7,4.199,-0.966687766,,,1128,9.328484543,0.21350899,4.412493073
11213,7,4.193,-0.977175896,,,1128,9.329509378,0.219677464,4.414720132
11214,7,4.208,-0.95095557,,,1128,9.330315255,0.225765745,4.416471376
11215,7,4.219,-0.93172733,,,1128,9.33140423,0.231395131,4.418837817
11216,7,4.208,-0.95095557,,,1128,9.33233516,0.234425304,4.420860813
11217,7,4.225,-0.9212392,,,1128,9.333293845,0.238243744,4.422944121
11218,7,4.279,-0.826846025,,,1128,9.334549112,0.242763316,4.425671929
11219,7,4.265,-0.851318329,,,1128,9.335788653,0.249184113,4.428365564
11220,7,4.288,-0.811113829,,,1128,9.336798143,0.255138824,4.430559278
11221,7,4.271,-0.840830199,,,1128,9.33783953,0.261424187,4.432822305
11222,7,4.306,-0.779649437,,,1128,9.338853198,0.266499085,4.435025097
11223,7,4.311,-0.770909328,,,1128,9.339799228,0.26842948,4.437080907
11224,7,4.354,-0.695744392,,,1128,9.340929876,0.268665048,4.439537906
11225,7,4.371,-0.666028022,,,1128,9.341573818,0.26753977,4.440937252
11226,7,4.388,-0.636311652,,,1128,9.34241982,0.267789626,4.44277569
11227,7,4.354,-0.695744392,,,1128,9.343490708,0.274803635,4.445102826
11228,7,4.306,-0.779649437,,,1128,9.344303415,0.28153901,4.446868912
11229,7,4.323,-0.749933067,,,1147,9.345084595,0.290627571,4.448566488
11230,7,4.308,-0.776153393,,,1147,9.345872567,0.290216606,4.450278822
11231,7,4.328,-0.741192958,,,1147,9.346860887,0.275873616,4.452426531
11232,7,4.3,-0.790137568,,,1147,9.347640782,0.260351307,4.454121314
11233,7,4.285,-0.816357894,,,1147,9.348418921,0.238311693,4.455812278
11234,7,4.328,-0.741192958,,,1147,9.34932719,0.231941085,4.457786029
11235,7,4.347,-0.707980545,,,1147,9.350187686,0.238526287,4.459655966
11236,7,4.328,-0.741192958,,,1147,9.350855721,0.246881078,4.461107666
11237,7,4.38,-0.650295826,,,1147,9.351537043,0.252762612,4.462588239
11238,7,4.341,-0.718468675,,,1147,9.352273608,0.245401311,4.464188862
11239,7,4.376,-0.657287913,,,1147,9.353034932,0.233802882,4.465843289
11240,7,4.365,-0.676516153,,,1147,9.354011857,0.217884664,4.467966235
11241,7,4.378,-0.65379187,,,1147,9.354794435,0.208810356,4.469666848
11242,7,4.406,-0.604847261,,,1147,9.355570793,0.205786346,4.471353945
11243,7,4.402,-0.611839348,,,1147,9.356373066,0.201535434,4.473097355
11244,7,4.416,-0.587367043,,,1147,9.357395469,0.197686399,4.475319129
11245,7,4.407,-0.603099239,,,1147,9.358164618,0.189595811,4.476990559
11246,7,4.404,-0.608343304,,,1147,9.358902663,0.177369246,4.478594399
11247,7,4.379,-0.652043848,,,1147,9.359801804,0.161691177,4.480548314
11248,7,4.398,-0.618831435,,,1147,9.360498221,0.14826076,4.48206169
11249,7,4.366,-0.674768131,,,1147,9.361216682,0.13981354,4.483622972
11250,7,4.424,-0.573382869,,,1147,9.361398173,0.138357706,4.484017367
11251,7,4.39,-0.632815609,,,1147,9.362113678,0.132936645,4.485572224
11252,7,4.414,-0.590863086,,,1147,9.362985039,0.127598361,4.487465771
11253,7,4.391,-0.631067587,,,1147,9.363710766,0.118827154,4.489042842
11254,7,4.43,-0.562894738,,,1147,9.364463613,0.104508899,4.490678846
11255,7,4.421,-0.578626934,,,1147,9.365233974,0.089097811,4.49235291
11256,7,4.452,-0.524438259,,,1147,9.366232127,0.067072507,4.494521988
11257,7,4.48,-0.47549365,,,1147,9.367023919,0.065077547,4.496242622
11258,7,4.477,-0.480737715,,,1147,9.367818014,0.074904804,4.497968263
11259,7,4.507,-0.428297062,,,1147,9.368635925,0.088708582,4.499745657
11260,7,4.479,-0.477241672,,,1147,9.369463085,0.110838257,4.501543151
11261,7,4.492,-0.454517389,,,1147,9.370494633,0.105357497,4.503784797
11262,7,4.498,-0.444029258,,,1109,9.371322794,0.083637544,4.505584468
11263,7,4.479,-0.477241672,,,1109,9.372155279,0.0590653,4.507393532
11264,7,4.439,-0.547162542,,,1109,9.372993607,0.02956789,4.509215295
11265,7,4.447,-0.533178368,,,1109,9.37407015,0.021988816,4.51155472
11266,7,4.42,-0.580374956,,,1109,9.374945229,0.024199257,4.513456345
11267,7,4.411,-0.596107152,,,1109,9.375828937,0.026599091,4.515376723
11268,7,4.375,-0.659035935,,,1109,9.376701434,0.030561286,4.517272737
11269,7,4.408,-0.601351217,,,1109,9.377538865,0.028525002,4.519092552
11270,7,4.397,-0.620579456,,,1109,9.37856309,0.028149347,4.521318286
11271,7,4.376,-0.657287913,,,1109,9.379559538,0.031950088,4.523483656
11272,7,4.372,-0.66428,,,1109,9.380158716,0.034590575,4.524785724
11273,7,4.369,-0.669524066,,,1109,9.38095557,0.039728142,4.526517359
11274,7,4.348,-0.706232523,,,1109,9.381924169,0.046795707,4.528622214
11275,7,4.354,-0.695744392,,,1109,9.382879457,0.054361117,4.530698141
11276,7,4.331,-0.735948893,,,1109,9.383664536,0.059559084,4.532404189
11277,7,4.315,-0.763917241,,,1109,9.384657569,0.065094103,4.534562139
11278,7,4.304,-0.78314548,,,1109,9.385457271,0.06890612,4.536299964
